D:\simulator_driving_car\recorded\IMG\center_2021_03_16_07_51_29_005.jpg,D:\simulator_driving_car\recorded\IMG\left_2021_03_16_07_51_29_005.jpg,D:\simulator_driving_car\recorded\IMG\right_2021_03_16_07_51_29_005.jpg,0,0,0,4.438449E-05
D:\simulator_driving_car\recorded\IMG\center_2021_03_16_07_51_29_077.jpg,D:\simulator_driving_car\recorded\IMG\left_2021_03_16_07_51_29_077.jpg,D:\simulator_driving_car\recorded\IMG\right_2021_03_16_07_51_29_077.jpg,0,0,0,3.850847E-05
D:\simulator_driving_car\recorded\IMG\center_2021_03_16_07_51_29_146.jpg,D:\simulator_driving_car\recorded\IMG\left_2021_03_16_07_51_29_146.jpg,D:\simulator_driving_car\recorded\IMG\right_2021_03_16_07_51_29_146.jpg,0,0.1334571,0,0.05857699
D:\simulator_driving_car\recorded\IMG\center_2021_03_16_07_51_29_219.jpg,D:\simulator_driving_car\recorded\IMG\left_2021_03_16_07_51_29_219.jpg,D:\simulator_driving_car\recorded\IMG\right_2021_03_16_07_51_29_219.jpg,0,0.3770328,0,0.3191856
D:\simulator_driving_car\recorded\IMG\center_2021_03_16_07_51_29_288.jpg,D:\simulator_driving_car\recorded\IMG\left_2021_03_16_07_51_29_288.jpg,D:\simulator_driving_car\recorded\IMG\right_2021_03_16_07_51_29_288.jpg,0,0.5585709,0,0.6735844
D:\simulator_driving_car\recorded\IMG\center_2021_03_16_07_51_29_361.jpg,D:\simulator_driving_car\recorded\IMG\left_2021_03_16_07_51_29_361.jpg,D:\simulator_driving_car\recorded\IMG\right_2021_03_16_07_51_29_361.jpg,0,0.804561,0,1.29212
D:\simulator_driving_car\recorded\IMG\center_2021_03_16_07_51_29_435.jpg,D:\simulator_driving_car\recorded\IMG\left_2021_03_16_07_51_29_435.jpg,D:\simulator_driving_car\recorded\IMG\right_2021_03_16_07_51_29_435.jpg,0,1,0,2.226147
D:\simulator_driving_car\recorded\IMG\center_2021_03_16_07_51_29_509.jpg,D:\simulator_driving_car\recorded\IMG\left_2021_03_16_07_51_29_509.jpg,D:\simulator_driving_car\recorded\IMG\right_2021_03_16_07_51_29_509.jpg,0,1,0,3.162241
D:\simulator_driving_car\recorded\IMG\center_2021_03_16_07_51_29_577.jpg,D:\simulator_driving_car\recorded\IMG\left_2021_03_16_07_51_29_577.jpg,D:\simulator_driving_car\recorded\IMG\right_2021_03_16_07_51_29_577.jpg,0,1,0,3.869908
D:\simulator_driving_car\recorded\IMG\center_2021_03_16_07_51_29_644.jpg,D:\simulator_driving_car\recorded\IMG\left_2021_03_16_07_51_29_644.jpg,D:\simulator_driving_car\recorded\IMG\right_2021_03_16_07_51_29_644.jpg,0,1,0,4.572445
D:\simulator_driving_car\recorded\IMG\center_2021_03_16_07_51_29_712.jpg,D:\simulator_driving_car\recorded\IMG\left_2021_03_16_07_51_29_712.jpg,D:\simulator_driving_car\recorded\IMG\right_2021_03_16_07_51_29_712.jpg,0,1,0,5.501377
D:\simulator_driving_car\recorded\IMG\center_2021_03_16_07_51_29_779.jpg,D:\simulator_driving_car\recorded\IMG\left_2021_03_16_07_51_29_779.jpg,D:\simulator_driving_car\recorded\IMG\right_2021_03_16_07_51_29_779.jpg,0,1,0,6.193576
D:\simulator_driving_car\recorded\IMG\center_2021_03_16_07_51_29_854.jpg,D:\simulator_driving_car\recorded\IMG\left_2021_03_16_07_51_29_854.jpg,D:\simulator_driving_car\recorded\IMG\right_2021_03_16_07_51_29_854.jpg,0,1,0,7.109973
D:\simulator_driving_car\recorded\IMG\center_2021_03_16_07_51_29_923.jpg,D:\simulator_driving_car\recorded\IMG\left_2021_03_16_07_51_29_923.jpg,D:\simulator_driving_car\recorded\IMG\right_2021_03_16_07_51_29_923.jpg,0,1,0,7.79265
D:\simulator_driving_car\recorded\IMG\center_2021_03_16_07_51_29_994.jpg,D:\simulator_driving_car\recorded\IMG\left_2021_03_16_07_51_29_994.jpg,D:\simulator_driving_car\recorded\IMG\right_2021_03_16_07_51_29_994.jpg,0,1,0,8.696741
D:\simulator_driving_car\recorded\IMG\center_2021_03_16_07_51_30_061.jpg,D:\simulator_driving_car\recorded\IMG\left_2021_03_16_07_51_30_061.jpg,D:\simulator_driving_car\recorded\IMG\right_2021_03_16_07_51_30_061.jpg,0,1,0,9.370097
D:\simulator_driving_car\recorded\IMG\center_2021_03_16_07_51_30_131.jpg,D:\simulator_driving_car\recorded\IMG\left_2021_03_16_07_51_30_131.jpg,D:\simulator_driving_car\recorded\IMG\right_2021_03_16_07_51_30_131.jpg,0,1,0,10.26187
D:\simulator_driving_car\recorded\IMG\center_2021_03_16_07_51_30_203.jpg,D:\simulator_driving_car\recorded\IMG\left_2021_03_16_07_51_30_203.jpg,D:\simulator_driving_car\recorded\IMG\right_2021_03_16_07_51_30_203.jpg,0,0.9558238,0,10.91935
D:\simulator_driving_car\recorded\IMG\center_2021_03_16_07_51_30_271.jpg,D:\simulator_driving_car\recorded\IMG\left_2021_03_16_07_51_30_271.jpg,D:\simulator_driving_car\recorded\IMG\right_2021_03_16_07_51_30_271.jpg,0,0.7094164,0,11.47397
D:\simulator_driving_car\recorded\IMG\center_2021_03_16_07_51_30_341.jpg,D:\simulator_driving_car\recorded\IMG\left_2021_03_16_07_51_30_341.jpg,D:\simulator_driving_car\recorded\IMG\right_2021_03_16_07_51_30_341.jpg,0,0.522328,0,11.9566
